# COLUMN pl_hostname:    Host Name,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_letter:      Planet Letter,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_pnum:        Number of Planets in System,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbper:      Orbital Period [days],,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU],,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbeccen:    Eccentricity,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbincl:     Inclination [deg],,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_bmassj:      Planet Mass or M*sin(i)[Jupiter mass],,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_bmassprov:   Planet Mass or M*sin(i) Provenance,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_radj:        Planet Radius [Jupiter radii],,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_dens:        Planet Density [g/cm**3],,,,,,,,,,,,,,,,,,,,,,,
# COLUMN ra_str:         RA [sexagesimal],,,,,,,,,,,,,,,,,,,,,,,
# COLUMN ra:             RA [sexagesimal],,,,,,,,,,,,,,,,,,,,,,,
# COLUMN dec_str:        Dec [sexagesimal],,,,,,,,,,,,,,,,,,,,,,,
# COLUMN dec:            Dec [sexagesimal],,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_dist:        Distance [pc],,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_optmag:      Optical Magnitude [mag],,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_optband:     Optical Magnitude Band,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_teff:        Effective Temperature [K],,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_mass:        Stellar Mass [Solar mass],,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_rad:         Stellar Radius [Solar radii],,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_rade:        Planet Radius [Earth radii],,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_mnum:        Number of Moons in System,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,
rowid,pl_hostname,pl_letter,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_bmassprov,pl_radj,pl_dens,ra_str,ra,dec_str,dec,st_dist,st_optmag,st_optband,st_teff,st_mass,st_rad,pl_rade,pl_mnum
1877,Kepler-189,c,2,20.134866,0.137,,,,,0.212,,19h10m15.54s,287.564731,+44d18m18.0s,44.305004,,14.859,Kepler-band,5235,0.79,0.75,2.38,0
1878,Kepler-19,b,3,9.28716,,0.12,,0.02643,Mass,,,19h21m41.00s,290.420839,+37d51m06.4s,37.851786,2119,11.898,Kepler-band,5544,0.94,0.86,,0
1879,Kepler-19,c,3,28.731,,0.21,,0.04122,Mass,,,19h21m41.00s,290.420839,+37d51m06.4s,37.851786,2119,11.898,Kepler-band,5544,0.94,0.86,,0
1880,Kepler-19,d,3,62.95,,0.05,,0.07079,Mass,,,19h21m41.00s,290.420839,+37d51m06.4s,37.851786,2119,11.898,Kepler-band,5544,0.94,0.86,,0
1881,Kepler-190,b,2,2.019999,0.03,,,,,0.139,,19h14m20.17s,288.584039,+44d44m01.7s,44.733799,,14.137,Kepler-band,5106,0.84,0.8,1.56,0
1882,Kepler-190,c,2,3.763024,0.045,,,,,0.13,,19h14m20.17s,288.584039,+44d44m01.7s,44.733799,,14.137,Kepler-band,5106,0.84,0.8,1.46,0
1883,Kepler-191,b,3,9.939632,0.087,,,,,0.12,,19h24m44.01s,291.183386,+45d19m23.4s,45.323177,,14.808,Kepler-band,5282,0.85,0.79,1.34,0
1884,Kepler-191,c,3,17.738506,0.128,,,,,0.166,,19h24m44.01s,291.183386,+45d19m23.4s,45.323177,,14.808,Kepler-band,5282,0.85,0.79,1.86,0
1885,Kepler-191,d,3,5.94504102,,,,,,0.203,,19h24m44.01s,291.183386,+45d19m23.4s,45.323177,,14.808,Kepler-band,5282,0.85,0.79,2.28,0
1886,Kepler-192,b,3,9.926746,0.09,,,,,0.244,,19h11m40.30s,287.917924,+45d35m34.4s,45.592876,,14.129,Kepler-band,5479,,1.01,2.74,0
1887,Kepler-192,c,3,21.2234,0.15,,,,,0.249,,19h11m40.30s,287.917924,+45d35m34.4s,45.592876,,14.129,Kepler-band,5479,,1.01,2.79,0
1888,Kepler-192,d,3,6.47027579,,,,,,0.091,,19h11m40.30s,287.917924,+45d35m34.4s,45.592876,,14.129,Kepler-band,5479,,1.01,1.02,0
1889,Kepler-193,b,2,11.38848,0.106,,,,,0.213,,19h45m59.66s,296.498596,+46d34m38.1s,46.577244,,14.615,Kepler-band,6335,,1.15,2.39,0
1890,Kepler-193,c,2,50.697494,0.286,,,,,0.245,,19h45m59.66s,296.498596,+46d34m38.1s,46.577244,,14.615,Kepler-band,6335,,1.15,2.75,0
1891,Kepler-194,b,3,2.092281,0.032,,,,,0.135,,19h27m53.15s,291.971445,+47d51m51.0s,47.864174,,14.915,Kepler-band,6089,,1.02,1.51,0
1892,Kepler-194,c,3,17.308032,0.131,,,,,0.231,,19h27m53.15s,291.971445,+47d51m51.0s,47.864174,,14.915,Kepler-band,6089,,1.02,2.59,0
1893,Kepler-194,d,3,52.814973,0.275,,,,,0.214,,19h27m53.15s,291.971445,+47d51m51.0s,47.864174,,14.915,Kepler-band,6089,,1.02,2.4,0
1894,Kepler-195,b,2,8.307872,0.077,,,,,0.181,,19h12m29.03s,288.120962,+47d58m00.0s,47.966667,,14.813,Kepler-band,5329,,0.78,2.03,0
1895,Kepler-195,c,2,34.096863,0.197,,,,,0.138,,19h12m29.03s,288.120962,+47d58m00.0s,47.966667,,14.813,Kepler-band,5329,,0.78,1.55,0
1896,Kepler-196,b,2,20.739886,0.138,,,,,0.17,,18h59m52.44s,284.968519,+42d04m45.1s,42.079205,,14.157,Kepler-band,5128,,0.78,1.9,0
1897,Kepler-196,c,2,47.427737,0.24,,,,,0.2,,18h59m52.44s,284.968519,+42d04m45.1s,42.079205,,14.157,Kepler-band,5128,,0.78,2.24,0
1898,Kepler-197,b,4,5.599308,0.06,,,,,0.091,,19h40m54.34s,295.226435,+50d33m32.4s,50.559006,,11.811,Kepler-band,6004,,1.12,1.02,0
1899,Kepler-197,c,4,10.349695,0.09,,,,,0.11,,19h40m54.34s,295.226435,+50d33m32.4s,50.559006,,11.811,Kepler-band,6004,,1.12,1.23,0
1900,Kepler-197,d,4,15.677563,0.119,,,,,0.109,,19h40m54.34s,295.226435,+50d33m32.4s,50.559006,,11.811,Kepler-band,6004,,1.12,1.22,0
1901,Kepler-197,e,4,25.209715,0.164,,,,,0.081,,19h40m54.34s,295.226435,+50d33m32.4s,50.559006,,11.811,Kepler-band,6004,,1.12,0.91,0
1902,Kepler-198,b,3,17.790037,0.131,,,,,0.252,,19h22m41.55s,290.67313,+38d41m27.6s,38.691011,,13.597,Kepler-band,5574,0.93,0.94,2.82,0
1903,Kepler-198,c,3,49.567416,0.259,,,,,0.22,,19h22m41.55s,290.67313,+38d41m27.6s,38.691011,,13.597,Kepler-band,5574,0.93,0.94,2.47,0
1904,Kepler-198,d,3,1.31184443,,,,,,0.136,,19h22m41.55s,290.67313,+38d41m27.6s,38.691011,,13.597,Kepler-band,5574,0.93,0.94,1.53,0
1905,Kepler-199,b,2,23.637604,0.158,,,,,0.277,,19h42m14.26s,295.559419,+40d14m10.6s,40.236271,,13.595,Kepler-band,5644,,0.97,3.11,0
1906,Kepler-199,c,2,67.093408,0.316,,,,,0.29,,19h42m14.26s,295.559419,+40d14m10.6s,40.236271,,13.595,Kepler-band,5644,,0.97,3.25,0
1907,Kepler-20,b,6,3.69611525,0.0463,0.03,87.355,0.03052,Mass,0.167,8.2,19h10m47.52s,287.698004,+42d20m19.4s,42.338726,290,12.51,V (Johnson),5495,0.95,0.96,1.868,0
1908,Kepler-20,c,6,10.85409089,0.0949,0.16,89.815,0.04012,Mass,0.272,2.5,19h10m47.52s,287.698004,+42d20m19.4s,42.338726,290,12.51,V (Johnson),5495,0.95,0.96,3.047,0
1909,Kepler-20,d,6,77.61130017,0.3506,,89.708,0.03168,Mass,0.245,2.7,19h10m47.52s,287.698004,+42d20m19.4s,42.338726,290,12.51,V (Johnson),5495,0.95,0.96,2.744,0
1910,Kepler-20,e,6,6.09852281,0.0639,,87.632,,,0.077,,19h10m47.52s,287.698004,+42d20m19.4s,42.338726,290,12.51,V (Johnson),5495,0.95,0.96,0.865,0
1911,Kepler-20,f,6,19.57758478,0.1396,,88.788,,,0.089,,19h10m47.52s,287.698004,+42d20m19.4s,42.338726,290,12.51,V (Johnson),5495,0.95,0.96,1.003,0
1912,Kepler-20,g,6,34.94,0.2055,0.15,,0.0628,Msini,,,19h10m47.52s,287.698004,+42d20m19.4s,42.338726,290,12.51,V (Johnson),5495,0.95,0.96,,0
1913,Kepler-200,b,2,8.594805,0.08,,,,,0.19,,18h57m38.38s,284.40992,+41d14m14.9s,41.237465,,13.984,Kepler-band,5678,,0.94,2.13,0
1914,Kepler-200,c,2,10.222157,0.09,,,,,0.142,,18h57m38.38s,284.40992,+41d14m14.9s,41.237465,,13.984,Kepler-band,5678,,0.94,1.59,0
1915,Kepler-201,b,2,25.672083,0.175,,,,,0.219,,19h34m30.25s,293.62604,+41d16m22.2s,41.272827,,13.004,Kepler-band,6065,1.17,1.23,2.46,0
1916,Kepler-201,c,2,151.884058,0.573,,,,,0.254,,19h34m30.25s,293.62604,+41d16m22.2s,41.272827,,13.004,Kepler-band,6065,1.17,1.23,2.85,0
1917,Kepler-202,b,2,4.069427,0.045,,,,,0.145,,18h51m53.62s,282.973419,+41d19m19.2s,41.322006,,13.872,Kepler-band,4668,,0.67,1.63,0
1918,Kepler-202,c,2,16.282493,0.113,,,,,0.165,,18h51m53.62s,282.973419,+41d19m19.2s,41.322006,,13.872,Kepler-band,4668,,0.67,1.85,0
1919,Kepler-203,b,3,3.162697,0.043,,,,,0.229,,19h48m21.59s,297.089977,+41d23m16.9s,41.388039,,13.989,Kepler-band,5821,0.98,1.11,2.57,0
1920,Kepler-203,c,3,5.370647,0.061,,,,,0.22,,19h48m21.59s,297.089977,+41d23m16.9s,41.388039,,13.989,Kepler-band,5821,0.98,1.11,2.47,0
1921,Kepler-203,d,3,11.32972,0.1,,,,,0.128,,19h48m21.59s,297.089977,+41d23m16.9s,41.388039,,13.989,Kepler-band,5821,0.98,1.11,1.44,0
1922,Kepler-204,b,2,14.400974,0.117,,,,,0.226,,19h01m23.32s,285.347187,+41d45m42.9s,41.761925,,13.909,Kepler-band,5812,0.96,1.24,2.53,0
1923,Kepler-204,c,2,25.660593,0.173,,,,,0.16,,19h01m23.32s,285.347187,+41d45m42.9s,41.761925,,13.909,Kepler-band,5812,0.96,1.24,1.79,0
1924,Kepler-205,b,2,2.75564,0.032,,,,,0.135,,19h01m08.91s,285.287111,+41d51m40.2s,41.861172,,13.506,Kepler-band,4321,,0.55,1.51,0
1925,Kepler-205,c,2,20.306546,0.122,,,,,0.146,,19h01m08.91s,285.287111,+41d51m40.2s,41.861172,,13.506,Kepler-band,4321,,0.55,1.64,0
1926,Kepler-206,b,3,7.781987,0.078,,,,,0.107,,19h26m32.32s,291.634678,+41d50m01.9s,41.833866,,13.484,Kepler-band,5764,0.94,1.19,1.2,0
1927,Kepler-206,c,3,13.137471,0.111,,,,,0.158,,19h26m32.32s,291.634678,+41d50m01.9s,41.833866,,13.484,Kepler-band,5764,0.94,1.19,1.77,0
1928,Kepler-206,d,3,23.44281,0.163,,,,,0.106,,19h26m32.32s,291.634678,+41d50m01.9s,41.833866,,13.484,Kepler-band,5764,0.94,1.19,1.19,0
1929,Kepler-207,b,3,1.611865,0.029,,,,,0.14,,19h20m07.32s,290.030517,+42d09m57.8s,42.16605,,13.182,Kepler-band,5920,,1.59,1.57,0
1930,Kepler-207,c,3,3.071571,0.044,,,,,0.134,,19h20m07.32s,290.030517,+42d09m57.8s,42.16605,,13.182,Kepler-band,5920,,1.59,1.5,0
1931,Kepler-207,d,3,5.868075,0.068,,,,,0.295,,19h20m07.32s,290.030517,+42d09m57.8s,42.16605,,13.182,Kepler-band,5920,,1.59,3.31,0
1932,Kepler-208,b,4,4.22864,0.054,,,,,0.145,,19h35m33.65s,293.890206,+42d31m40.8s,42.528008,,13.749,Kepler-band,6092,1.03,1.31,1.63,0
1933,Kepler-208,c,4,7.466623,0.079,,,,,0.124,,19h35m33.65s,293.890206,+42d31m40.8s,42.528008,,13.749,Kepler-band,6092,1.03,1.31,1.39,0
1934,Kepler-208,d,4,11.131786,0.103,,,,,0.107,,19h35m33.65s,293.890206,+42d31m40.8s,42.528008,,13.749,Kepler-band,6092,1.03,1.31,1.2,0
1935,Kepler-208,e,4,16.259458,0.132,,,,,0.132,,19h35m33.65s,293.890206,+42d31m40.8s,42.528008,,13.749,Kepler-band,6092,1.03,1.31,1.48,0
1936,Kepler-209,b,2,16.087845,0.122,,,,,0.202,,19h24m40.69s,291.169537,+42d38m26.9s,42.640812,,13.998,Kepler-band,5513,,0.94,2.26,0
1937,Kepler-209,c,2,41.749882,0.231,,,,,0.277,,19h24m40.69s,291.169537,+42d38m26.9s,42.640812,,13.998,Kepler-band,5513,,0.94,3.1,0
1938,Kepler-21,b,1,2.78578,0.042717,0.02,83.2,0.01598,Mass,0.146,6.4,19h09m26.84s,287.361816,+38d42m50.5s,38.714016,113,8.25,V (Johnson),6305,1.41,1.9,1.639,0
1939,Kepler-210,b,2,2.453234,0.032,,,,,0.262,,19h30m00.81s,292.503389,+43d04m59.3s,43.083149,,13.822,Kepler-band,4559,,0.65,2.94,0
1940,Kepler-210,c,2,7.972513,0.07,,,,,0.323,,19h30m00.81s,292.503389,+43d04m59.3s,43.083149,,13.822,Kepler-band,4559,,0.65,3.62,0
1941,Kepler-211,b,2,4.138575,0.048,,,,,0.112,,19h01m45.40s,285.439151,+43d10m06.5s,43.168484,,13.283,Kepler-band,5123,0.97,0.82,1.26,0
1942,Kepler-211,c,2,6.04045,0.062,,,,,0.115,,19h01m45.40s,285.439151,+43d10m06.5s,43.168484,,13.283,Kepler-band,5123,0.97,0.82,1.29,0
1943,Kepler-212,b,2,16.257582,0.133,,,,,0.097,,19h10m29.00s,287.620834,+43d08m30.0s,43.141678,,13.178,Kepler-band,5852,1.16,1.46,1.09,0
1944,Kepler-212,c,2,31.805174,0.207,,,,,0.244,,19h10m29.00s,287.620834,+43d08m30.0s,43.141678,,13.178,Kepler-band,5852,1.16,1.46,2.74,0
1945,Kepler-213,b,2,2.46236,0.036,,,,,0.145,,19h23m17.80s,290.824182,+44d38m49.9s,44.647186,,13.648,Kepler-band,5696,0.94,1.2,1.62,0
1946,Kepler-213,c,2,4.822962,0.057,,,,,0.209,,19h23m17.80s,290.824182,+44d38m49.9s,44.647186,,13.648,Kepler-band,5696,0.94,1.2,2.34,0
1947,Kepler-214,b,2,15.660544,0.13,,,,,0.233,,18h59m01.16s,284.754851,+44d57m21.7s,44.956032,,13.949,Kepler-band,6169,,1.35,2.61,0
1948,Kepler-214,c,2,28.7798,0.194,,,,,0.19,,18h59m01.16s,284.754851,+44d57m21.7s,44.956032,,13.949,Kepler-band,6169,,1.35,2.13,0
1949,Kepler-215,b,4,9.360672,0.084,,,,,0.145,,19h39m53.64s,294.973509,+45d12m49.3s,45.213688,,13.58,Kepler-band,5739,0.77,1.03,1.62,0
1950,Kepler-215,c,4,14.667108,0.113,,,,,0.158,,19h39m53.64s,294.973509,+45d12m49.3s,45.213688,,13.58,Kepler-band,5739,0.77,1.03,1.77,0
1951,Kepler-215,d,4,30.864423,0.185,,,,,0.213,,19h39m53.64s,294.973509,+45d12m49.3s,45.213688,,13.58,Kepler-band,5739,0.77,1.03,2.39,0
1952,Kepler-215,e,4,68.16101,0.314,,,,,0.156,,19h39m53.64s,294.973509,+45d12m49.3s,45.213688,,13.58,Kepler-band,5739,0.77,1.03,1.75,0
1953,Kepler-216,b,2,7.693641,0.079,,,,,0.21,,19h34m54.74s,293.728072,+46d07m45.0s,46.129154,,13.998,Kepler-band,6091,,1.26,2.35,0
1954,Kepler-216,c,2,17.406669,0.136,,,,,0.271,,19h34m54.74s,293.728072,+46d07m45.0s,46.129154,,13.998,Kepler-band,6091,,1.26,3.04,0
1955,Kepler-217,b,3,5.374943,0.065,,,,,0.199,,19h32m09.06s,293.037744,+46d16m39.0s,46.277508,,13.294,Kepler-band,6171,,1.8,2.23,0
1956,Kepler-217,c,3,8.586004,0.089,,,,,0.165,,19h32m09.06s,293.037744,+46d16m39.0s,46.277508,,13.294,Kepler-band,6171,,1.8,1.85,0
1957,Kepler-217,d,3,3.88689525,,,,,,0.118,,19h32m09.06s,293.037744,+46d16m39.0s,46.277508,,13.294,Kepler-band,6171,,1.8,1.32,0
1958,Kepler-218,b,3,3.619337,0.046,,,,,0.132,,19h41m39.07s,295.412811,+46d15m59.3s,46.266472,,13.967,Kepler-band,5502,,1.06,1.48,0
1959,Kepler-218,c,3,44.699576,0.248,,,,,0.28,,19h41m39.07s,295.412811,+46d15m59.3s,46.266472,,13.967,Kepler-band,5502,,1.06,3.14,0
1960,Kepler-218,d,3,124.5244647,,,,,,0.237,,19h41m39.07s,295.412811,+46d15m59.3s,46.266472,,13.967,Kepler-band,5502,,1.06,2.66,0
1961,Kepler-219,b,3,4.585512,0.057,,,,,0.263,,19h14m57.36s,288.73898,+46d45m45.2s,46.762558,,13.764,Kepler-band,5786,,1.49,2.95,0
1962,Kepler-219,c,3,22.714613,0.165,,,,,0.319,,19h14m57.36s,288.73898,+46d45m45.2s,46.762558,,13.764,Kepler-band,5786,,1.49,3.58,0
1963,Kepler-219,d,3,47.903645,0.272,,,,,0.251,,19h14m57.36s,288.73898,+46d45m45.2s,46.762558,,13.764,Kepler-band,5786,,1.49,2.81,0
1964,Kepler-22,b,1,289.8623,0.849,0,89.764,0.113,Mass,0.212,14.7,19h16m52.20s,289.217484,+47d53m04.1s,47.884464,190,11.664,Kepler-band,5518,0.97,0.98,2.38,0
1965,Kepler-220,b,4,4.159807,0.046,,,,,0.072,,19h26m01.50s,291.506237,+46d53m44.8s,46.895779,,13.177,Kepler-band,4632,,0.67,0.81,0
1966,Kepler-220,c,4,9.034199,0.076,,,,,0.14,,19h26m01.50s,291.506237,+46d53m44.8s,46.895779,,13.177,Kepler-band,4632,,0.67,1.57,0
1967,Kepler-220,d,4,28.122397,0.163,,,,,0.087,,19h26m01.50s,291.506237,+46d53m44.8s,46.895779,,13.177,Kepler-band,4632,,0.67,0.98,0
1968,Kepler-220,e,4,45.902733,0.226,,,,,0.119,,19h26m01.50s,291.506237,+46d53m44.8s,46.895779,,13.177,Kepler-band,4632,,0.67,1.33,0
1969,Kepler-221,b,4,2.795906,0.037,,,,,0.153,,19h46m37.14s,296.654765,+46d50m07.0s,46.83527,,13.749,Kepler-band,5243,0.72,0.82,1.71,0
1970,Kepler-221,c,4,5.690586,0.059,,,,,0.261,,19h46m37.14s,296.654765,+46d50m07.0s,46.83527,,13.749,Kepler-band,5243,0.72,0.82,2.93,0
1971,Kepler-221,d,4,10.04156,0.087,,,,,0.244,,19h46m37.14s,296.654765,+46d50m07.0s,46.83527,,13.749,Kepler-band,5243,0.72,0.82,2.73,0
1972,Kepler-221,e,4,18.369917,0.13,,,,,0.235,,19h46m37.14s,296.654765,+46d50m07.0s,46.83527,,13.749,Kepler-band,5243,0.72,0.82,2.63,0
1973,Kepler-222,b,3,3.936981,0.048,,,,,0.282,,19h11m37.46s,287.9061,+46d56m16.0s,46.937767,,15.063,Kepler-band,5433,,0.87,3.16,0
1974,Kepler-222,c,3,10.08881,0.091,,,,,0.414,,19h11m37.46s,287.9061,+46d56m16.0s,46.937767,,15.063,Kepler-band,5433,,0.87,4.64,0
1975,Kepler-222,d,3,28.081912,0.18,,,,,0.329,,19h11m37.46s,287.9061,+46d56m16.0s,46.937767,,15.063,Kepler-band,5433,,0.87,3.69,0
1976,Kepler-223,b,4,7.38449,,0.078,90,0.02328,Mass,0.267,1.54,19h53m16.41s,298.318356,+47d16m46.2s,47.279495,,15.344,Kepler-band,,1.12,1.72,2.99,0
1977,Kepler-223,c,4,9.84564,,0.15,90,0.01605,Mass,0.307,0.71,19h53m16.41s,298.318356,+47d16m46.2s,47.279495,,15.344,Kepler-band,,1.12,1.72,3.44,0
1978,Kepler-223,d,4,14.78869,,0.037,87.94,0.02517,Mass,0.467,0.31,19h53m16.41s,298.318356,+47d16m46.2s,47.279495,,15.344,Kepler-band,,1.12,1.72,5.24,0
1979,Kepler-223,e,4,19.72567,,0.051,88,0.0151,Mass,0.41,0.28,19h53m16.41s,298.318356,+47d16m46.2s,47.279495,,15.344,Kepler-band,,1.12,1.72,4.6,0
1980,Kepler-224,b,4,3.132924,0.038,,,,,0.124,,19h23m44.23s,290.934287,+47d21m27.4s,47.357601,,15.644,Kepler-band,5018,0.74,0.68,1.39,0
1981,Kepler-224,c,4,5.925003,0.058,,,,,0.278,,19h23m44.23s,290.934287,+47d21m27.4s,47.357601,,15.644,Kepler-band,5018,0.74,0.68,3.12,0
1982,Kepler-224,d,4,11.349393,0.089,,,,,0.205,,19h23m44.23s,290.934287,+47d21m27.4s,47.357601,,15.644,Kepler-band,5018,0.74,0.68,2.3,0
1983,Kepler-224,e,4,18.643577,0.124,,,,,0.176,,19h23m44.23s,290.934287,+47d21m27.4s,47.357601,,15.644,Kepler-band,5018,0.74,0.68,1.97,0
1984,Kepler-225,b,2,6.738975,0.056,,,,,0.107,,19h28m46.56s,292.193984,+47d27m25.5s,47.457096,,15.962,Kepler-band,3682,,0.48,1.2,0
1985,Kepler-225,c,2,18.794234,0.111,,,,,0.164,,19h28m46.56s,292.193984,+47d27m25.5s,47.457096,,15.962,Kepler-band,3682,,0.48,1.84,0
1986,Kepler-226,b,3,3.940997,0.047,,,,,0.138,,19h29m30.27s,292.376129,+47d52m51.6s,47.880989,,15.416,Kepler-band,5571,0.86,0.8,1.55,0
1987,Kepler-226,c,3,5.349555,0.058,,,,,0.203,,19h29m30.27s,292.376129,+47d52m51.6s,47.880989,,15.416,Kepler-band,5571,0.86,0.8,2.27,0
1988,Kepler-226,d,3,8.109044,0.076,,,,,0.109,,19h29m30.27s,292.376129,+47d52m51.6s,47.880989,,15.416,Kepler-band,5571,0.86,0.8,1.22,0
1989,Kepler-227,b,2,9.488015,0.09,,,,,0.277,,19h27m44.22s,291.934236,+48d08m29.9s,48.141651,,15.347,Kepler-band,5854,,1.09,3.11,0
1990,Kepler-227,c,2,54.418694,0.29,,,,,0.271,,19h27m44.22s,291.934236,+48d08m29.9s,48.141651,,15.347,Kepler-band,5854,,1.09,3.04,0
1991,Kepler-228,b,3,2.566546,0.038,,,,,0.136,,19h45m08.67s,296.286142,+48d13m28.8s,48.224667,,15.714,Kepler-band,6043,,1.01,1.53,0
1992,Kepler-228,c,3,4.134444,0.052,,,,,0.241,,19h45m08.67s,296.286142,+48d13m28.8s,48.224667,,15.714,Kepler-band,6043,,1.01,2.7,0
1993,Kepler-228,d,3,11.094286,0.101,,,,,0.36,,19h45m08.67s,296.286142,+48d13m28.8s,48.224667,,15.714,Kepler-band,6043,,1.01,4.04,0
1994,Kepler-229,b,3,6.252972,0.062,,,,,0.196,,19h07m59.87s,286.999471,+48d22m32.9s,48.375797,,15.841,Kepler-band,5120,,0.73,2.2,0
1995,Kepler-229,c,3,16.068638,0.117,,,,,0.439,,19h07m59.87s,286.999471,+48d22m32.9s,48.375797,,15.841,Kepler-band,5120,,0.73,4.92,0
1996,Kepler-229,d,3,41.194912,0.22,,,,,0.343,,19h07m59.87s,286.999471,+48d22m32.9s,48.375797,,15.841,Kepler-band,5120,,0.73,3.85,0
1997,Kepler-23,b,3,7.1073,0.075,,,0.8,Mass,0.17,,19h36m52.54s,294.218924,+49d28m45.2s,49.479225,800,13.438,Kepler-band,5828,1.11,1.55,1.9,0
1998,Kepler-23,c,3,10.7421,0.099,,,2.7,Mass,0.285,,19h36m52.54s,294.218924,+49d28m45.2s,49.479225,800,13.438,Kepler-band,5828,1.11,1.55,3.2,0
1999,Kepler-23,d,3,15.274299,0.124,,,,,0.196,,19h36m52.54s,294.218924,+49d28m45.2s,49.479225,800,13.438,Kepler-band,5828,1.11,1.55,2.2,0
2000,Kepler-230,b,2,32.625555,0.191,,,,,0.38,,19h02m52.45s,285.718538,+48d30m21.1s,48.505859,,15.082,Kepler-band,5588,,0.82,4.26,0
2001,Kepler-230,c,2,91.773242,0.38,,,,,0.182,,19h02m52.45s,285.718538,+48d30m21.1s,48.505859,,15.082,Kepler-band,5588,,0.82,2.04,0
2002,Kepler-231,b,2,10.065275,0.074,,,,,0.154,,19h35m53.60s,293.973353,+50d31m54.9s,50.531914,,15.385,Kepler-band,3767,0.58,0.49,1.73,0
2003,Kepler-231,c,2,19.271566,0.114,,,,,0.172,,19h35m53.60s,293.973353,+50d31m54.9s,50.531914,,15.385,Kepler-band,3767,0.58,0.49,1.93,0
2004,Kepler-232,b,2,4.431222,0.054,,,,,0.275,,19h43m15.88s,295.816158,+51d07m18.3s,51.121742,,15.367,Kepler-band,5847,,0.97,3.08,0
2005,Kepler-232,c,2,11.379349,0.101,,,,,0.342,,19h43m15.88s,295.816158,+51d07m18.3s,51.121742,,15.367,Kepler-band,5847,,0.97,3.83,0
2006,Kepler-233,b,2,8.472382,0.077,,,,,0.217,,19h45m27.97s,296.366522,+51d19m10.3s,51.319523,,15.339,Kepler-band,5360,,0.76,2.43,0
2007,Kepler-233,c,2,60.418955,0.287,,,,,0.242,,19h45m27.97s,296.366522,+51d19m10.3s,51.319523,,15.339,Kepler-band,5360,,0.76,2.71,0
2008,Kepler-234,b,2,2.711506,0.04,,,,,0.33,,19h26m36.84s,291.653519,+38d29m40.8s,38.494659,,15.541,Kepler-band,6224,,1.11,3.7,0
2009,Kepler-234,c,2,7.21205,0.077,,,,,0.313,,19h26m36.84s,291.653519,+38d29m40.8s,38.494659,,15.541,Kepler-band,6224,,1.11,3.51,0
2010,Kepler-235,b,4,3.340222,0.037,,,,,0.199,,19h04m18.98s,286.079103,+39d16m41.9s,39.278313,,15.954,Kepler-band,4255,0.59,0.55,2.23,0
2011,Kepler-235,c,4,7.824904,0.065,,,,,0.114,,19h04m18.98s,286.079103,+39d16m41.9s,39.278313,,15.954,Kepler-band,4255,0.59,0.55,1.28,0
2012,Kepler-235,d,4,20.060548,0.122,,,,,0.183,,19h04m18.98s,286.079103,+39d16m41.9s,39.278313,,15.954,Kepler-band,4255,0.59,0.55,2.05,0
2013,Kepler-235,e,4,46.183669,0.213,,,,,0.198,,19h04m18.98s,286.079103,+39d16m41.9s,39.278313,,15.954,Kepler-band,4255,0.59,0.55,2.22,0
2014,Kepler-236,b,2,8.295611,0.065,,,,,0.14,,18h55m27.93s,283.866378,+39d53m53.1s,39.898092,,15.414,Kepler-band,3750,0.56,0.51,1.57,0
2015,Kepler-236,c,2,23.968127,0.132,,,,,0.178,,18h55m27.93s,283.866378,+39d53m53.1s,39.898092,,15.414,Kepler-band,3750,0.56,0.51,2,0
2016,Kepler-237,b,2,4.715106,0.05,,,,,0.126,,18h52m53.13s,283.221387,+40d25m18.6s,40.421834,,15.289,Kepler-band,4861,0.7,0.72,1.41,0
2017,Kepler-237,c,2,8.103636,0.071,,,,,0.186,,18h52m53.13s,283.221387,+40d25m18.6s,40.421834,,15.289,Kepler-band,4861,0.7,0.72,2.08,0
2018,Kepler-238,b,5,2.090876,0.034,,,,,0.154,,19h11m35.31s,287.897113,+40d38m16.1s,40.637815,,15.084,Kepler-band,5751,1.06,1.43,1.73,0
